fix_cofs_RSS,cofs_RSS,h2_RSS,unexpl_RSS
0.167089601938444,0.167089601938444,0.641591635896896,1
0.167089601938444,0.342583639488924,0.592532035236259,1
0.167089601938444,0.367946377914469,0.612865397130251,1
0.167089601938444,0.39787592193354,0.597103744698068,1
0.167089601938444,0.418347103385692,0.604908142132808,1
0.167089601938444,0.43960926122692,0.606742535302263,1
0.167089601938444,0.457604912770835,0.633193090731423,1
0.167089601938444,0.477490650663365,0.628184789811549,1
0.167089601938444,0.496152151006982,0.626395517695231,1
0.167089601938444,0.515125895920284,0.629660649405392,1
0.167089601938444,0.515125895920284,0.629660649405391,1
0.167089601938444,0.496152151006982,0.626395517695235,1
0.167089601938444,0.477490650663365,0.628184789811545,1
0.167089601938444,0.457604912770835,0.633193090731419,1
0.167089601938444,0.43960926122692,0.606742535302259,1
0.167089601938444,0.418347103385692,0.604908142132811,1
0.167089601938444,0.39787592193354,0.597103744698068,1
0.167089601938444,0.367946377914469,0.612865397130251,1
0.167089601938444,0.342583639488924,0.592532035236259,1
0.167089601938444,0.167089601938444,0.641591635896896,1
