fix_cofs_RSS,cofs_RSS,h2_RSS,unexpl_RSS
0.134778451288007,0.134778451288007,0.996826772585113,1
0.134778451288007,0.230792822690194,0.983810650863427,1
0.134778451288007,0.295054093532894,0.99329507385417,1
0.134778451288007,0.343099737138021,0.981705012027146,1
0.134778451288007,0.381558674403981,0.980579422835777,1
0.134778451288007,0.435860521412198,0.956536372064336,1
0.134778451288007,0.452876428496973,0.961065861735962,1
0.134778451288007,0.475822322446364,0.957609137229816,1
0.134778451288007,0.484891573792154,0.963111142184568,1
0.134778451288007,0.492119618712395,0.977350309233891,1
0.134778451288007,0.492119618712395,0.977350309233891,1
0.134778451288007,0.484891573792154,0.963111142184566,1
0.134778451288007,0.475822322446364,0.957609137229814,1
0.134778451288007,0.452876428496973,0.961065861735965,1
0.134778451288007,0.435860521412198,0.956536372064336,1
0.134778451288007,0.398237068747502,0.960773761158624,1
0.134778451288007,0.343099737138021,0.981705012027144,1
0.134778451288007,0.279768089483457,0.989156309042121,1
0.134778451288007,0.209409577930356,0.999964108879821,1
0.134778451288007,0.134778451288007,0.996826772585117,1
