accession_id,accession_prefix,accession_number,accession_suffix,observation_value,coded_name,method_name,plant_name,taxon,origin,source_type_code,latitude,longitude,data_quality_code,original_value,frequency,low,hign,mean,sdev,ssize,inventory_prefix,inventory_number,inventory_suffix,note
1001720,PI,588759,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 54,Malus ioensis,United States,DEVELOPED,,,,,,,,,,,PI,588759,,
1001818,PI,588763,,1,FBSHNAT,APPLE.FIREBLIGHT,Pyramidal,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,588763,,
1001844,PI,588764,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 59,Malus fusca,United States,DONATED,,,,,,,,,,,PI,588764,,
1001933,PI,588766,,1,FBSHNAT,APPLE.FIREBLIGHT,Striped Beauty,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,588766,,
1002000,PI,588768,,1,FBSHNAT,APPLE.FIREBLIGHT,Manchu,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,588768,,
1002133,GMAL,72,,1,FBSHNAT,APPLE.FIREBLIGHT,EM.8,Malus hybr.,United States,DONATED,,,,,,,,,,,GMAL,72,,
1003513,GMAL,145,,1,FBSHNAT,APPLE.FIREBLIGHT,Radiant,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,GMAL,145,,
1003799,PI,588849,,1,FBSHNAT,APPLE.FIREBLIGHT,Russian,Malus domestica,Unknown,COLLECTED,,,,,,,,,,,PI,588849,,
1004092,PI,588866,,1,FBSHNAT,APPLE.FIREBLIGHT,Kerr,Malus hybr.,Canada,DEVELOPED,,,,,,,,,,,PI,588866,,
1004155,PI,588871,,1,FBSHNAT,APPLE.FIREBLIGHT,Spartan,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,588871,,
1004268,PI,588882,,1,FBSHNAT,APPLE.FIREBLIGHT,Ottawa 7,Malus hybr.,Canada,DONATED,,,,,,,,,,,PI,588882,,
1004314,PI,588886,,1,FBSHNAT,APPLE.FIREBLIGHT,Elise Rathke,Malus domestica,United States,DONATED,,,,,,,,,,,PI,588886,,
1004328,PI,588887,,1,FBSHNAT,APPLE.FIREBLIGHT,Profusion,Malus hybr.,Netherlands,DEVELOPED,,,,,,,,,,,PI,588887,,
1004331,PI,588888,,1,FBSHNAT,APPLE.FIREBLIGHT,Kobendza,Malus x purpurea,United States,DONATED,,,,,,,,,,,PI,588888,,
1004458,PI,588896,,1,FBSHNAT,APPLE.FIREBLIGHT,Jackii,Malus baccata,United States,DEVELOPED,,,,,,,,,,,PI,588896,,
1004526,PI,588901,,1,FBSHNAT,APPLE.FIREBLIGHT,Tina,Malus sargentii,United States,DONATED,,,,,,,,,,,PI,588901,,
1004563,PI,588903,,1,FBSHNAT,APPLE.FIREBLIGHT,Siberian Crab,Malus baccata,United States,DONATED,,,,,,,,,,,PI,588903,,
1004646,PI,588909,,1,FBSHNAT,APPLE.FIREBLIGHT,Centennial,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,588909,,
1004654,PI,588910,,1,FBSHNAT,APPLE.FIREBLIGHT,Snowcap,Malus hybr.,Canada,DEVELOPED,,,,,,,,,,,PI,588910,,
1004673,PI,588912,,1,FBSHNAT,APPLE.FIREBLIGHT,Indian Magic,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,588912,,
1004720,PI,588918,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 246,Malus floribunda,United States,DONATED,,,,,,,,,,,PI,588918,,
1004833,PI,588931,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 260,Malus fusca,United States,DONATED,,,,,,,,,,,PI,588931,,
1004879,PI,588935,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 266,Malus ioensis,United States,DONATED,,,,,,,,,,,PI,588935,,
1006156,PI,588956,,1,FBSHNAT,APPLE.FIREBLIGHT,Milton,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,588956,,
1006375,PI,588966,,1,FBSHNAT,APPLE.FIREBLIGHT,Bracteata,Malus coronaria,United States,COLLECTED,,,,,,,,,,,PI,588966,,
1006616,PI,588983,,1,FBSHNAT,APPLE.FIREBLIGHT,Mary Potter,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,588983,,
1006721,PI,588993,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 495,Malus x robusta,United States,DONATED,,,,,,,,,,,PI,588993,,
1006952,PI,589008,,1,FBSHNAT,APPLE.FIREBLIGHT,Turessi,Malus spp.,United States,DONATED,,,,,,,,,,,PI,589008,,
1006993,PI,589011,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 539,Malus sargentii,Unknown,COLLECTED,,,,,,,,,,,PI,589011,,
1007004,PI,589012,,1,FBSHNAT,APPLE.FIREBLIGHT,Fall Russet,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589012,,
1007013,PI,589013,,1,FBSHNAT,APPLE.FIREBLIGHT,Spontanea,Malus halliana,Unknown,COLLECTED,,,,,,,,,,,PI,589013,,
1007034,PI,613815,,1,FBSHNAT,APPLE.FIREBLIGHT,Jonalicious,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,613815,,
1007553,PI,589039,,1,FBSHNAT,APPLE.FIREBLIGHT,Paragon,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589039,,
1007625,PI,589041,,1,FBSHNAT,APPLE.FIREBLIGHT,Golden Delicious (Smoothee),Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589041,,
1007658,PI,589043,,1,FBSHNAT,APPLE.FIREBLIGHT,Bietigheimer,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589043,,
1008346,PI,589073,,1,FBSHNAT,APPLE.FIREBLIGHT,Dabinett,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589073,,
1008469,PI,589080,,1,FBSHNAT,APPLE.FIREBLIGHT,Dermen Winesap 2-4-4,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589080,,
1008559,PI,589084,,1,FBSHNAT,APPLE.FIREBLIGHT,David,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589084,,
1008639,PI,589089,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 761,Malus sikkimensis,Unknown,COLLECTED,,,,,,,,,,,PI,589089,,
1008671,PI,589090,,1,FBSHNAT,APPLE.FIREBLIGHT,Sentinel,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589090,,
1008814,PI,589096,,1,FBSHNAT,APPLE.FIREBLIGHT,Loop Red Spy,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589096,,
1008857,GMAL,789,,1,FBSHNAT,APPLE.FIREBLIGHT,Golden Delicious,Malus domestica,United States,DEVELOPED,,,,,,,,,,,GMAL,789,,
1009317,PI,589118,,1,FBSHNAT,APPLE.FIREBLIGHT,Patricia,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589118,,
1009829,PI,589133,,1,FBSHNAT,APPLE.FIREBLIGHT,Williams,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589133,,
1010129,PI,589140,,1,FBSHNAT,APPLE.FIREBLIGHT,Britemac,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589140,,
1010231,PI,589144,,1,FBSHNAT,APPLE.FIREBLIGHT,Welday Jonathan 4X,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589144,,
1010669,PI,589161,,1,FBSHNAT,APPLE.FIREBLIGHT,M. sieboldii hybrid,Malus hybr.,Unknown,COLLECTED,,,,,,,,,,,PI,589161,,
1010681,PI,589162,,1,FBSHNAT,APPLE.FIREBLIGHT,Glabrata,Malus coronaria,United States,COLLECTED,,,,,,,,,,,PI,589162,,
1010777,PI,589170,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1021,Malus brevipes,United States,DONATED,,,,,,,,,,,PI,589170,,
1010854,PI,589172,,1,FBSHNAT,APPLE.FIREBLIGHT,Crandall,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589172,,
1011012,PI,589177,,1,FBSHNAT,APPLE.FIREBLIGHT,Megumi,Malus domestica,Japan,DEVELOPED,,,,,,,,,,,PI,589177,,
1011458,PI,148500,,1,FBSHNAT,APPLE.FIREBLIGHT,Sissipuk,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,148500,,
1011881,PI,589206,,1,FBSHNAT,APPLE.FIREBLIGHT,Johnson McIntosh 2-4-4-4,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589206,,
1011928,PI,589207,,1,FBSHNAT,APPLE.FIREBLIGHT,Loop Giant Spy,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589207,,
1012150,PI,589217,,1,FBSHNAT,APPLE.FIREBLIGHT,Dermen Stayman 3-6-6,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589217,,
1012169,PI,589218,,1,FBSHNAT,APPLE.FIREBLIGHT,Hazen,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589218,,
1012223,PI,589221,,1,FBSHNAT,APPLE.FIREBLIGHT,Yellow Red Delicious,Malus domestica,,DEVELOPED,,,,,,,,,,,PI,589221,,
1012258,PI,589224,,1,FBSHNAT,APPLE.FIREBLIGHT,Clear Gold,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589224,,
1012317,PI,589227,,1,FBSHNAT,APPLE.FIREBLIGHT,Glancescens,Malus coronaria,United States,COLLECTED,,,,,,,,,,,PI,589227,,
1012421,PI,589231,,1,FBSHNAT,APPLE.FIREBLIGHT,Hunter Spartan 2-4-4,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589231,,
1012468,PI,589232,,1,FBSHNAT,APPLE.FIREBLIGHT,Orin,Malus domestica,Japan,DEVELOPED,,,,,,,,,,,PI,589232,,
1012628,PI,589237,,1,FBSHNAT,APPLE.FIREBLIGHT,Bogo Belle de Boskoop,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589237,,
1012708,PI,589240,,1,FBSHNAT,APPLE.FIREBLIGHT,Peck Pleasant,Malus domestica,Unknown,COLLECTED,,,,,,,,,,,PI,589240,,
1012835,PI,589243,,1,FBSHNAT,APPLE.FIREBLIGHT,Fringe Petal Crab,Malus ioensis,United States,DEVELOPED,,,,,,,,,,,PI,589243,,
1012881,PI,589245,,1,FBSHNAT,APPLE.FIREBLIGHT,Jay Darling,Malus hybr.,France,DEVELOPED,,,,,,,,,,,PI,589245,,
1012904,PI,589246,,1,FBSHNAT,APPLE.FIREBLIGHT,Parkman,Malus halliana,Unknown,COLLECTED,,,,,,,,,,,PI,589246,,
1012976,PI,589251,,1,FBSHNAT,APPLE.FIREBLIGHT,Henrietta Crosby,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589251,,
1013003,PI,589252,,1,FBSHNAT,APPLE.FIREBLIGHT,Rosedale,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589252,,
1013069,PI,589255,,1,FBSHNAT,APPLE.FIREBLIGHT,Redspur Delicious,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589255,,
1013121,PI,589257,,1,FBSHNAT,APPLE.FIREBLIGHT,Pumpkin Sweet,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589257,,
1013130,PI,589258,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1344,Malus ioensis,United States,COLLECTED,,,,,,,,,,,PI,589258,,
1013167,PI,589259,,1,FBSHNAT,APPLE.FIREBLIGHT,Calocarpa,Malus zumi,United States,DONATED,,,,,,,,,,,PI,589259,,
1013173,PI,613819,,1,FBSHNAT,APPLE.FIREBLIGHT,Geneva Ontario,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,613819,,
1013183,PI,589260,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1350,Malus x dawsoniana,United States,DONATED,,,,,,,,,,,PI,589260,,
1013198,PI,589261,,1,FBSHNAT,APPLE.FIREBLIGHT,AA852,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589261,,
1013214,PI,589262,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1353,Malus halliana,United States,DONATED,,,,,,,,,,,PI,589262,,
1013221,PI,589263,,1,FBSHNAT,APPLE.FIREBLIGHT,Loop Wealthy 2-4-4-4,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589263,,
1013284,PI,589266,,1,FBSHNAT,APPLE.FIREBLIGHT,F-19,Malus fusca,United States,DONATED,,,,,,,,,,,PI,589266,,
1013765,PI,589293,,1,FBSHNAT,APPLE.FIREBLIGHT,Early Banta,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589293,,
1013787,PI,589296,,1,FBSHNAT,APPLE.FIREBLIGHT,Jones Favorite,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589296,,
1013825,PI,589301,,1,FBSHNAT,APPLE.FIREBLIGHT,Ortley,Malus domestica,Unknown,COLLECTED,,,,,,,,,,,PI,589301,,
1013857,PI,589306,,1,FBSHNAT,APPLE.FIREBLIGHT,Shawnee,Malus domestica,,DEVELOPED,,,,,,,,,,,PI,589306,,
1013947,PI,589312,,1,FBSHNAT,APPLE.FIREBLIGHT,Russian sdlg.,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589312,,
1014549,PI,589314,,1,FBSHNAT,APPLE.FIREBLIGHT,Barbara Ann,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589314,,
1014584,PI,589316,,1,FBSHNAT,APPLE.FIREBLIGHT,Empress Spur Golden Delicious,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589316,,
1014590,PI,589317,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1546,Malus florentina,Unknown,COLLECTED,,,,,,,,,,,PI,589317,,
1014615,PI,589319,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1549,Malus fusca,Unknown,COLLECTED,,,,,,,,,,,PI,589319,,
1014645,PI,589321,,1,FBSHNAT,APPLE.FIREBLIGHT,Red Silver,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589321,,
1014673,PI,589323,,1,FBSHNAT,APPLE.FIREBLIGHT,Paradiso,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589323,,
1014722,PI,589328,,1,FBSHNAT,APPLE.FIREBLIGHT,Alpha 68B,Malus domestica,Sweden,DEVELOPED,,,,,,,,,,,PI,589328,,
1014775,PI,589332,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1573,Malus coronaria,United States,DONATED,,,,,,,,,,,PI,589332,,
1014813,PI,589334,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1577,Malus hupehensis,United States,DONATED,,,,,,,,,,,PI,589334,,
1014836,PI,589337,,1,FBSHNAT,APPLE.FIREBLIGHT,Ottawa 13,Malus hybr.,Canada,DONATED,,,,,,,,,,,PI,589337,,
1014868,PI,589341,,1,FBSHNAT,APPLE.FIREBLIGHT,Spy 227,Malus hybr.,Canada,DONATED,,,,,,,,,,,PI,589341,,
1015667,PI,589359,,1,FBSHNAT,APPLE.FIREBLIGHT,Bedford,Malus hybr.,Canada,DEVELOPED,,,,,,,,,,,PI,589359,,
1015748,PI,589368,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1732,Malus sargentii,United States,DONATED,,,,,,,,,,,PI,589368,,
1015752,PI,589369,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1733,Malus yunnanensis,United States,DEVELOPED,,,,,,,,,,,PI,589369,,
1015787,PI,589371,,1,FBSHNAT,APPLE.FIREBLIGHT,Aurantiaca,Malus baccata,United States,DONATED,,,,,,,,,,,PI,589371,,
1015794,PI,589372,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1739,Malus sargentii,United States,DEVELOPED,,,,,,,,,,,PI,589372,,
1015826,PI,589375,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1743,Malus baccata,United States,DONATED,,,,,,,,,,,PI,589375,,
1015829,PI,589376,,1,FBSHNAT,APPLE.FIREBLIGHT,Fructo-flavo,Malus baccata,United States,DONATED,,,,,,,,,,,PI,589376,,
1015836,PI,589377,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1745,Malus sikkimensis,United States,DONATED,,,,,,,,,,,PI,589377,,
1015855,PI,589378,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1747,Malus baccata,United States,DONATED,,,,,,,,,,,PI,589378,,
1016283,PI,633836,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1819,Malus coronaria,United Kingdom,DONATED,,,,,,,,,,,PI,633836,,
1016295,PI,589383,,1,FBSHNAT,APPLE.FIREBLIGHT,Persicifolia,Malus x robusta,United Kingdom,DONATED,,,,,,,,,,,PI,589383,,
1016313,PI,589386,,1,FBSHNAT,APPLE.FIREBLIGHT,M. lancifolia,Malus spp.,United Kingdom,DONATED,,,,,,,,,,,PI,589386,,
1016475,PI,589405,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1847,Malus sargentii,United States,DONATED,,,,,,,,,,,PI,589405,,
1016486,PI,589407,,1,FBSHNAT,APPLE.FIREBLIGHT,M. coronaria,Malus coronaria,United States,DONATED,,,,,,,,,,,PI,589407,,
1016507,PI,589409,,1,FBSHNAT,APPLE.FIREBLIGHT,M. bracteata,Malus spp.,United States,DEVELOPED,,,,,,,,,,,PI,589409,,
1016543,PI,589412,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1857,Malus sargentii,United States,DONATED,,,,,,,,,,,PI,589412,,
1016549,PI,589413,,1,FBSHNAT,APPLE.FIREBLIGHT,M. flexilis,Malus spp.,United States,DONATED,,,,,,,,,,,PI,589413,,
1016605,PI,589420,,1,FBSHNAT,APPLE.FIREBLIGHT,M. hartwigii,Malus spp.,United States,DONATED,,,,,,,,,,,PI,589420,,
1016606,PI,589421,,1,FBSHNAT,APPLE.FIREBLIGHT,M. rockii,Malus spp.,United States,DONATED,,,,,,,,,,,PI,589421,,
1016621,PI,589422,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1869,Malus transitoria,United States,DONATED,,,,,,,,,,,PI,589422,,
1016628,PI,589423,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 1870,Malus coronaria,United States,DONATED,,,,,,,,,,,PI,589423,,
1016642,PI,589425,,1,FBSHNAT,APPLE.FIREBLIGHT,Dasyealyx,Malus coronaria,United States,DONATED,,,,,,,,,,,PI,589425,,
1016652,PI,589426,,1,FBSHNAT,APPLE.FIREBLIGHT,fimbriata,Malus ioensis,United States,DONATED,,,,,,,,,,,PI,589426,,
1017000,PI,589430,,1,FBSHNAT,APPLE.FIREBLIGHT,Nugget,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589430,,
1017235,PI,589449,,1,FBSHNAT,APPLE.FIREBLIGHT,Profusion,Malus x moerlandsii,Canada,DONATED,,,,,,,,,,,PI,589449,,
1017255,PI,589451,,1,FBSHNAT,APPLE.FIREBLIGHT,CC-14-45,Malus domestica,Canada,DONATED,,,,,,,,,,,PI,589451,,
1017294,GMAL,1968,,1,FBSHNAT,APPLE.FIREBLIGHT,Thunderchild,Malus hybr.,Canada,DONATED,,,,,,,,,,,GMAL,1968,,
1017328,PI,589460,,1,FBSHNAT,APPLE.FIREBLIGHT,Selkirk,Malus hybr.,Canada,DEVELOPED,,,,,,,,,,,PI,589460,,
1017376,PI,589465,,1,FBSHNAT,APPLE.FIREBLIGHT,Shafer,Malus hybr.,Canada,DEVELOPED,,,,,,,,,,,PI,589465,,
1017483,PI,589479,,1,FBSHNAT,APPLE.FIREBLIGHT,Ottawa 271,Malus domestica,Canada,DONATED,,,,,,,,,,,PI,589479,,
1017581,PI,589494,,1,FBSHNAT,APPLE.FIREBLIGHT,Patterson,Malus domestica,Canada,DEVELOPED,,,,,,,,,,,PI,589494,,
1017665,PI,589505,,1,FBSHNAT,APPLE.FIREBLIGHT,Z 185,Malus domestica,Netherlands,COLLECTED,,,,,,,,,,,PI,589505,,
1017831,PI,589527,,1,FBSHNAT,APPLE.FIREBLIGHT,Vienna,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589527,,
1018454,PI,589613,,1,FBSHNAT,APPLE.FIREBLIGHT,Dwarf Tree,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589613,,
1018488,PI,589617,,1,FBSHNAT,APPLE.FIREBLIGHT,Waubay,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589617,,
1018569,PI,589630,,1,FBSHNAT,APPLE.FIREBLIGHT,Ann Trio,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589630,,
1018579,PI,589631,,1,FBSHNAT,APPLE.FIREBLIGHT,Ben Trio,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589631,,
1018590,PI,589633,,1,FBSHNAT,APPLE.FIREBLIGHT,Max Trio,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589633,,
1018843,PI,589669,,1,FBSHNAT,APPLE.FIREBLIGHT,Holiday,Malus domestica,United States,DEVELOPED,,,,,,,,,,,PI,589669,,
1018890,PI,589675,,1,FBSHNAT,APPLE.FIREBLIGHT,Winston,Malus domestica,United Kingdom,DEVELOPED,,,,,,,,,,,PI,589675,,
1019155,PI,589709,,1,FBSHNAT,APPLE.FIREBLIGHT,Merton 778,Malus domestica,Australia,DONATED,,,,,,,,,,,PI,589709,,
1019205,GMAL,2254,,1,FBSHNAT,APPLE.FIREBLIGHT,,Malus kansuensis,Russian Federation,DONATED,,,,,,,,,,,GMAL,2254,.a,
1019243,PI,633837,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 2260.a,Malus brevipes,Russian Federation,DONATED,,,,,,,,,,,PI,633837,,
1019317,GMAL,2270,,1,FBSHNAT,APPLE.FIREBLIGHT,,Malus orthocarpa,Russian Federation,DONATED,,,,,,,,,,,GMAL,2270,,
1019336,GMAL,2273,,1,FBSHNAT,APPLE.FIREBLIGHT,,Malus prattii,Russian Federation,DONATED,,,,,,,,,,,GMAL,2273,,
1019398,GMAL,2283,,1,FBSHNAT,APPLE.FIREBLIGHT,,Malus sikkimensis,Russian Federation,DONATED,,,,,,,,,,,GMAL,2283,,
1019442,PI,589711,,1,FBSHNAT,APPLE.FIREBLIGHT,Carnifex,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589711,,
1019514,PI,589722,,1,FBSHNAT,APPLE.FIREBLIGHT,Richland Crab,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589722,,
1019525,PI,589724,,1,FBSHNAT,APPLE.FIREBLIGHT,Stroming,Malus domestica,United States,DONATED,,,,,,,,,,,PI,589724,,
1019561,PI,589729,,1,FBSHNAT,APPLE.FIREBLIGHT,Centurion,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589729,,
1019563,PI,589730,,1,FBSHNAT,APPLE.FIREBLIGHT,Coralburst,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589730,,
1019571,PI,589731,,1,FBSHNAT,APPLE.FIREBLIGHT,Henning,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589731,,
1019576,PI,589732,,1,FBSHNAT,APPLE.FIREBLIGHT,Henry F. Dupont,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589732,,
1019582,PI,589733,,1,FBSHNAT,APPLE.FIREBLIGHT,Indian Summer,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589733,,
1019597,PI,589734,,1,FBSHNAT,APPLE.FIREBLIGHT,Ralph Shay,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589734,,
1019598,PI,589735,,1,FBSHNAT,APPLE.FIREBLIGHT,Sugar Thyme,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589735,,
1019611,PI,589737,,1,FBSHNAT,APPLE.FIREBLIGHT,Freeman Hybrid,Malus hybr.,United States,DONATED,,,,,,,,,,,PI,589737,,
1019686,PI,589745,,1,FBSHNAT,APPLE.FIREBLIGHT,Texana,Malus ioensis,United States,DONATED,,,,,,,,,,,PI,589745,,
1019704,PI,589748,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 2332,Malus toringo,United States,DONATED,,,,,,,,,,,PI,589748,,
1019718,PI,589749,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 2333,Malus toringo,United States,DONATED,,,,,,,,,,,PI,589749,,
1019719,PI,589750,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 2334,Malus sikkimensis,United States,DONATED,,,,,,,,,,,PI,589750,,
1019736,PI,589751,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 2335,Malus hupehensis,United States,DONATED,,,,,,,,,,,PI,589751,,
1019754,PI,589754,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 2338,Malus x micromalus,United States,DONATED,,,,,,,,,,,PI,589754,,
1019805,PI,589760,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 2344,Malus hupehensis,United States,DONATED,,,,,,,,,,,PI,589760,,
1019834,GMAL,2348,,1,FBSHNAT,APPLE.FIREBLIGHT,,Malus angustifolia,United States,COLLECTED,,,,,,,,,,,GMAL,2348,,
1019845,PI,589763,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 2349,Malus angustifolia,United States,COLLECTED,,,,,,,,,,,PI,589763,,
1019963,PI,589765,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 2366,Malus angustifolia,United States,COLLECTED,,,,,,,,,,,PI,589765,,
1019988,PI,589768,,1,FBSHNAT,APPLE.FIREBLIGHT,GMAL 2369,Malus coronaria,United States,COLLECTED,,,,,,,,,,,PI,589768,,
1020229,PI,589777,,1,FBSHNAT,APPLE.FIREBLIGHT,PRI 1918-1,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589777,,
1020277,PI,589784,,1,FBSHNAT,APPLE.FIREBLIGHT,PRI 478-33,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589784,,
1020291,PI,589786,,1,FBSHNAT,APPLE.FIREBLIGHT,PRI 77-1,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589786,,
1020378,PI,589798,,1,FBSHNAT,APPLE.FIREBLIGHT,PRI 258-8,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589798,,
1020394,PI,589800,,1,FBSHNAT,APPLE.FIREBLIGHT,PRI 1743-1,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589800,,
1020408,PI,589802,,1,FBSHNAT,APPLE.FIREBLIGHT,PRI 527-3,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589802,,
1020435,GMAL,2438,,1,FBSHNAT,APPLE.FIREBLIGHT,PRI 2331,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,GMAL,2438,,
1020443,PI,589806,,1,FBSHNAT,APPLE.FIREBLIGHT,PRI 1661-2,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589806,,
1020490,PI,589813,,1,FBSHNAT,APPLE.FIREBLIGHT,PRI 1293-100,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589813,,
1020517,PI,589816,,1,FBSHNAT,APPLE.FIREBLIGHT,19651,Malus prunifolia,United States,DEVELOPED,,,,,,,,,,,PI,589816,,
1020520,PI,589817,,1,FBSHNAT,APPLE.FIREBLIGHT,PRI 1302-1,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589817,,
1020529,PI,589818,,1,FBSHNAT,APPLE.FIREBLIGHT,Mildew Immune Seedling,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589818,,
1020539,PI,589820,,1,FBSHNAT,APPLE.FIREBLIGHT,Prairie Fire,Malus hybr.,United States,DEVELOPED,,,,,,,,,,,PI,589820,,
