fix_cofs_RSS,cofs_RSS,h2_RSS,unexpl_RSS
0.0695751886376045,0.0695751886376045,0.346834697338771,1
0.0695751886376045,0.0974534140563832,0.333760261966136,1
0.0695751886376045,0.11985214294619,0.335251128026103,1
0.0695751886376045,0.143236637776656,0.32951679260344,1
0.0695751886376045,0.165884816103154,0.325300079849982,1
0.0695751886376045,0.181946239597628,0.339669137814959,1
0.0695751886376045,0.198846086895395,0.355610492686845,1
0.0695751886376045,0.213518373958552,0.375937005787294,1
0.0695751886376045,0.229733661157712,0.389590157407212,1
0.0695751886376045,0.248051617446169,0.395650496009937,1
0.0695751886376045,0.248051617446169,0.395650496009937,1
0.0695751886376045,0.229579491620119,0.398394269631815,1
0.0695751886376045,0.213161028255673,0.384358388368428,1
0.0695751886376045,0.193762977612768,0.379131216603204,1
0.0695751886376045,0.17887893141906,0.358533902326693,1
0.0695751886376045,0.157939900762911,0.349958114935285,1
0.0695751886376045,0.133593434743386,0.353492770032656,1
0.0695751886376045,0.107667504481686,0.363118531263915,1
0.0695751886376045,0.091692365891368,0.348057651558668,1
0.0695751886376045,0.0695751886376045,0.346834697338771,1
