fix_cofs_RSS,cofs_RSS,h2_RSS,unexpl_RSS
0.080859667056514,0.080859667056514,0.863743400223625,1
0.080859667056514,0.257762680287202,0.752673483296227,1
0.080859667056514,0.313070450776739,0.734349421837308,1
0.080859667056514,0.352964803333175,0.725050774555508,1
0.080859667056514,0.376285452143333,0.768044672087884,1
0.080859667056514,0.401918822119865,0.782727054035357,1
0.080859667056514,0.415259403212773,0.795396237239275,1
0.080859667056514,0.434202906819063,0.795076971943242,1
0.080859667056514,0.470047788432966,0.788716358960894,1
0.080859667056514,0.50236677886524,0.76721019603422,1
0.080859667056514,0.50236677886524,0.76721019603422,1
0.080859667056514,0.470047788432966,0.788716358960893,1
0.080859667056514,0.434202906819063,0.795076971943242,1
0.080859667056514,0.415259403212773,0.795396237239275,1
0.080859667056514,0.401918822119865,0.782727054035357,1
0.080859667056514,0.376285452143333,0.768044672087881,1
0.080859667056514,0.352964803333175,0.725050774555508,1
0.080859667056514,0.313070450776739,0.734349421837308,1
0.080859667056514,0.257762680287202,0.752673483296227,1
0.080859667056514,0.080859667056514,0.863743400223625,1
