fix_cofs_RSS,cofs_RSS,h2_RSS,unexpl_RSS
0.141701555120577,0.141701555120577,0.903456530432896,1
0.141701555120577,0.363729729747514,0.811285655377906,1
0.141701555120577,0.392894865343998,0.798813001201203,1
0.141701555120577,0.414387190515174,0.804215686647288,1
0.141701555120577,0.419880838989419,0.824834686216563,1
0.141701555120577,0.443259321728771,0.818270828728356,1
0.141701555120577,0.457737955793045,0.818571111978057,1
0.141701555120577,0.475714955138573,0.817307345610527,1
0.141701555120577,0.503356196271071,0.814432100570713,1
0.141701555120577,0.517250146728771,0.818309991167915,1
0.141701555120577,0.517250146728771,0.818309991167915,1
0.141701555120577,0.503356196271071,0.814432100570714,1
0.141701555120577,0.475714955138573,0.81730734561053,1
0.141701555120577,0.457737955793045,0.818571111978057,1
0.141701555120577,0.443259321728771,0.818270828728357,1
0.141701555120577,0.419880838989419,0.824834686216565,1
0.141701555120577,0.414387190515174,0.804215686647289,1
0.141701555120577,0.392894865343998,0.798813001201203,1
0.141701555120577,0.363729729747514,0.811285655377906,1
0.141701555120577,0.141701555120577,0.903456530432899,1
