fix_cofs_RSS,cofs_RSS,h2_RSS,unexpl_RSS
0.0415619868822023,0.0415619868822023,0.353644538489827,1
0.0415619868822023,0.0843854994696078,0.354121770385299,1
0.0415619868822023,0.120529973308469,0.359927161665995,1
0.0415619868822023,0.158430738203636,0.377765586965804,1
0.0415619868822023,0.185956340947125,0.417182076159954,1
0.0415619868822023,0.224590060694395,0.414965248554927,1
0.0415619868822023,0.255912374786553,0.423756764425313,1
0.0415619868822023,0.276613018093437,0.481886098869694,1
0.0415619868822023,0.303944990905932,0.483714355180096,1
0.0415619868822023,0.330895567841983,0.503761754670721,1
0.0415619868822023,0.330895567841983,0.50376175467072,1
0.0415619868822023,0.303944990905932,0.483714355180097,1
0.0415619868822023,0.276613018093437,0.481886098869692,1
0.0415619868822023,0.255912374786553,0.423756764425313,1
0.0415619868822023,0.224590060694395,0.414965248554935,1
0.0415619868822023,0.185956340947125,0.417182076159953,1
0.0415619868822023,0.158430738203636,0.377765586965798,1
0.0415619868822023,0.120529973308469,0.359927161665995,1
0.0415619868822023,0.0843854994696078,0.354121770385299,1
0.0415619868822023,0.0415619868822023,0.353644538489827,1
