fix_cofs_RSS,cofs_RSS,h2_RSS,unexpl_RSS
0.297173659177087,0.297173659177087,0.89658416028089,1
0.297173659177087,0.327482630566539,0.885018207518918,1
0.297173659177087,0.356339048827664,0.883847344325755,1
0.297173659177087,0.370048806897391,0.883854402219749,1
0.297173659177087,0.393379538791796,0.878111080595383,1
0.297173659177087,0.41980067155386,0.867344545830559,1
0.297173659177087,0.430102914893062,0.867324021273292,1
0.297173659177087,0.447883935271229,0.859897427350854,1
0.297173659177087,0.465238754517861,0.850979488953499,1
0.297173659177087,0.469729169558646,0.858482243458383,1
0.297173659177087,0.469729169558646,0.858482243458383,1
0.297173659177087,0.459383724322541,0.858408320715377,1
0.297173659177087,0.455416835353935,0.851429111590394,1
0.297173659177087,0.444422148711607,0.849374250306253,1
0.297173659177087,0.427655199953346,0.858813342748679,1
0.297173659177087,0.403995291640216,0.868351551668129,1
0.297173659177087,0.390068386716587,0.868245366445406,1
0.297173659177087,0.358027265831851,0.8756721809577,1
0.297173659177087,0.32748263056654,0.885018207518917,1
0.297173659177087,0.297173659177087,0.89658416028089,1
